525:25531,1884,116,110556,19399,19395,103548,113011,88394,46132
535:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
536:1023,1535,1476,17,813,5577,2399,8276,12386,97
538:378,22776,10269,5258,9581,3707,110556,19399,19395,5987
539:302,1220,14202,4374,4221,650,22606,1039,7409,236
564:86763,97,2266,20489,29,10274,65,2868,2609,709
582:2982,8,567,101,13106,568,708,1550,554,110556
585:891,44598,673,12872,20938,17,2292,354,348,185
590:9708,1413,3017,289,2163,1102,901,84,2429,11108
601:31717,51329,5981,113011,82991,88391,46136,46132,88022,64670
618:2131,110556,19399,19395,103548,113011,88394,46132,97157,88023
624:378,110556,19399,19395,103548,113011,88394,46132,97157,88023
627:41261,110556,19399,19395,103548,113011,88394,46132,97157,88023
628:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
632:97298,5981,46136,46132,19972,44793,12831,50417,22678,65261
633:1039,356,110556,19399,19395,5987,103548,103544,120122,120124
634:5981,113011,82991,88391,46136,46132,88022,64670,10705,69171
646:5214,361,361,361,2265,20382,51199,361,44031,110556
666:90938,100638,13971,80178,39148,12169,48285,33228,68741,52914
667:1405,37653,110556,19399,19395,5987,103548,103544,120122,120124
669:2869,5981,46136,46132,19972,44793,12831,50417,22678,65261
678:138,76,6249,5998,952,486,21462,1762,7560,1535
680:559,65,110556,19399,19395,5987,103548,103544,120122,120124
681:46215,6411,378,378,8786,1528,5981,46136,46132,19972
682:2614,14593,26376,12657,2103,2460,18895,10832,2259,336
683:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
684:1803,84317,8723,5981,46136,46132,19972,44793,12831,50417
715:203,46132,16704,10705,69176,44793,55622,57664,113141,94334
716:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
741:33910,1803,301,5981,46136,46132,19972,44793,12831,50417
750:356,2369,2059,650,34508,19586,915,1217,84361,14129
754:709,4034,8546,356,2085,18867,101326,110556,19399,19395
756:8105,29552,1217,285,110556,19399,19395,5987,103548,103544
757:87726,87404,28540,20596,77322,110556,82999,46132,46791,21613
758:2064,15,15676,4374,194,1109,407,19354,62,194
763:238,354,510,690,27302,944,40704,110556,19399,19395
773:28635,753,20656,110556,19399,19395,5987,103548,103544,120122
774:1069,2342,116,521,1245,356,4669,999,1603,65
775:427,1885,559,3476,1962,13070,8683,427,1136,5367
782:3142,6613,29709,1039,9617,7901,1825,17,30316,103144
784:22597,25101,1744,7211,1065,731,1650,226,296,81
793:398,10007,709,7682,24718,4756,4833,1387,40393,3448
803:48,110556,19399,19395,5987,103548,103544,120122,120124,53902
813:13378,8276,35068,14838,110556,19399,19395,5987,103548,103544
815:1435,301,749,110556,19399,19395,5987,103548,103544,120122
817:749,110556,19399,19395,5987,103548,103544,120122,120124,53902
818:12657,5981,46136,46132,19972,44793,12831,50417,22678,65261
823:28,1744,14498,71891,21145,110556,19399,19395,5987,103548
825:1987,3632,18420,656,77914,245,7785,12759,76,110556
833:1548,7700,3028,353,17164,220,29,378,559,2982
835:814,8276,6353,110556,19399,19395,5987,103548,103544,120122
838:10175,8066,17351,8066,82991,64670,10705,21619,69171,46864
844:224,508,110556,19399,19395,5987,103548,103544,120122,120124
850:829,110556,19399,19395,5987,103548,103544,120122,120124,53902
856:1097,13498,5567,5117,4353,1958,19984,303,18505,709
857:285,709,29,3476,3234,923,110556,19399,19395,5987
874:230,1696,15,81912,3632,9617,296,378,9617,932
891:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
899:508,10930,295,75351,1815,709,12611,202,1205,5567
900:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
911:901,110556,82999,46132,46791,21613,12832,65886,98108,57664
918:2917,500,110556,19399,19395,5987,103548,103544,120122,120124
925:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
926:155,116,7973,155,19963,110556,19399,19395,5987,103548
937:6157,224,24863,61146,891,1287,17,23122,944,3915
949:1790,5981,46136,46132,19972,44793,12831,50417,22678,65261
964:72109,131,89291,33552,15510,10892,245,39624,301,10094
970:5998,2026,939,110556,19399,19395,5987,103548,103544,120122
977:58,302,238,4205,1217,1762,709,2181,11154,6957
981:13,16036,7869,21246,4513,100015,69171,54173,54174,57664
982:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
984:1591,4268,1572,1030,21899,1217,1030,1109,15,395
992:9662,2068,110556,19399,19395,103548,113011,88394,46132,97157
993:6994,18057,110556,19399,19395,5987,103548,103544,120122,120124
998:124,500,19316,15606,5462,6573,110556,19399,19395,5987
1000:32,10817,6837,855,3233,14202,709,2897,564,289
1007:116,709,356,110556,19399,19395,5987,103548,103544,120122
1027:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
1028:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
1044:1874,1684,8531,4288,110556,19399,19395,5987,103548,103544
1045:690,356,65,559,110556,19399,19395,5987,103548,103544
1049:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
1068:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
1069:2703,17988,1217,28684,43611,87,1187,875,14202,48
1070:18315,32743,2372,2163,11633,1405,56,5553,93265,110556
1082:1806,6513,837,17062,1804,2872,311,1362,15141,9146
1083:1034,110556,19399,19395,103548,113011,88394,46132,97157,88023
1088:6809,3642,23266,119,10046,2982,12442,110556,19399,19395
1094:518,302,219,1832,1039,16319,8,110556,19399,19395
1116:51975,65,110556,19399,19395,5987,103548,103544,120122,120124
1121:26579,17,110556,19399,19395,5987,103548,103544,120122,120124
1125:2982,508,1039,3191,101,614,829,521,7029,84698
1127:3039,3039,65,3039,3039,427,3039,3039,3039,3039
1132:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
1133:9646,4630,7721,378,4630,3476,14202,2715,497,2539
1140:8521,1220,45,5286,302,650,58,24417,650,41652
1141:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
1148:30360,5981,113011,82991,88391,46136,46132,88022,64670,10705
1153:6968,26460,110556,19399,19395,5987,103548,103544,120122,120124
1163:1097,110556,19399,19395,103548,113011,88394,46132,97157,88023
1166:4487,472,6759,559,785,1471,6809,6491,65,2292
1172:7984,56962,1544,24429,889,110556,19399,19395,5987,103548
1192:15,285,3234,289,6033,110556,19399,19395,5987,103548
1204:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
1208:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
1209:28541,1218,5981,46136,46132,19972,44793,12831,50417,22678
1234:38251,5981,46136,46132,19972,44793,12831,50417,22678,65261
1236:65,110556,19399,19395,5987,103548,103544,120122,120124,53902
1245:62,223,65,110556,19399,19395,5987,103548,103544,120122
1263:8683,1384,110556,19399,19395,5987,103548,103544,120122,120124
1267:656,1567,19300,22723,2200,6485,3426,29552,409,490
1269:4021,89376,57664,19596,112644,64216,29254,90986,30918,24235
1288:67016,110556,19399,19395,5987,103548,103544,120122,120124,53902
1295:15,6996,3561,6759,29,22606,239,8730,1719,1155
1296:709,110556,19399,19395,5987,103548,103544,120122,120124,53902
1302:508,709,1348,3614,24934,110556,19399,19395,5987,103548
1305:28,110556,19399,19395,5987,103548,103544,120122,120124,53902
1342:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
1382:13407,1410,11243,383,21905,1152,110556,19399,19395,5987
1389:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
1391:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
1397:33017,91137,82991,64670,57664,117523,107708,68341,35218,81997
1402:285,654,110556,19399,19395,5987,103548,103544,120122,120124
1405:17257,46864,94279,65884,22678,65261,98108,57664,24145,49162
1407:1324,18420,110556,19399,19395,5987,103548,103544,120122,120124
1408:17,110556,19399,19395,5987,103548,103544,120122,120124,53902
1409:387,908,179,110556,19399,19395,5987,103548,103544,120122
1412:2013,110556,19399,19395,5987,103548,103544,120122,120124,53902
1413:1832,29,3250,179,116,361,654,97,873,110556
1418:2030,353,1405,354,1131,23553,65,1684,119,3661
1419:89376,57664,19596,112644,64216,29254,90986,30918,24235,100834
1420:179,1744,110556,19399,19395,5987,103548,103544,120122,120124
1427:14750,4187,103286,236,48829,11648,3159,138,3,43517
1430:1196,3057,2657,4083,4522,483,6346,58,766,110556
1431:285,110556,19399,19395,5987,103548,103544,120122,120124,53902
1435:967,2200,1374,6793,1930,353,15,110556,19399,19395
1437:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
1441:6559,27322,82991,64670,10705,21619,69171,46864,65884,50417
1447:201,7821,1190,28617,967,594,65,6793,119,4907
1448:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
1457:3691,322,1332,110556,19399,19395,5987,103548,103544,120122
1458:131,68946,10520,427,210,322,14330,119,11720,4993
1469:32741,7192,12259,110556,19399,19395,5987,103548,103544,120122
1477:8,6527,22136,110556,19399,19395,5987,103548,103544,120122
1486:46039,110556,82999,46132,46791,21613,12832,65886,98108,57664
1490:1402,327,10973,65,69229,709,1360,110556,19399,19395
1491:1332,110556,19399,19395,5987,103548,103544,120122,120124,53902
1500:5103,155,14129,2213,52208,1196,13523,2101,947,7739
1503:454,110556,19399,19395,5987,103548,103544,120122,120124,53902
1517:78351,10705,69171,44793,52811,22678,65260,57664,68348,94334
1518:65,2026,110556,19399,19395,5987,103548,103544,120122,120124
1535:111416,13739,38203,568,4645,25356,485,14923,56213,1772
1551:654,8276,302,110556,19399,19395,5987,103548,103544,120122
1552:1465,82991,64670,10705,21619,69171,46864,65884,50417,52811
1553:15,5927,8683,518,110556,19399,19395,5987,103548,103544
1559:285,18070,14969,5991,596,110556,19399,19395,5987,103548
1560:18,1927,7740,2980,10323,85755,1196,2980,2980,2824
1561:50559,5998,238,236,19471,4174,1344,2617,1220,188
1562:2467,5465,93331,709,6809,62347,361,110556,19399,19395
1569:986,986,986,986,17317,986,986,986,986,986
1570:18835,14485,1512,2668,4765,534,14035,18,110556,19399
1588:3886,110556,19399,19395,5987,103548,103544,120122,120124,53902
1589:1200,2897,3250,20506,42489,1217,86063,84785,110556,19399
1591:10703,69172,108108,70134,87295,16005,77668,49159,16918,47259
1601:749,3841,1871,1344,398,511,7396,110556,19399,19395
1602:185,829,364,967,16056,65,3169,48,3493,5533
1629:1410,1039,119,559,110556,19399,19395,5987,103548,103544
1634:110556,82999,46132,46791,21613,12832,65886,98108,57664,43851
1642:616,3191,322,110556,19399,19395,5987,103548,103544,120122
1653:11223,23813,285,6249,110556,19399,19395,5987,103548,103544
1654:190,25164,58649,1239,33330,9789,119,568,901,8105
1655:56788,1009,16514,110556,19399,19395,5987,103548,103544,120122
1668:43182,15522,143,2976,6855,110556,19399,19395,5987,103548
1681:3915,27307,2538,787,787,835,1471,12874,1800,1455
1703:20192,17,116,2345,650,245,86753,7312,322,9775
1721:9916,110556,19399,19395,5987,103548,103544,120122,120124,53902
1727:5315,780,193,20524,68712,110556,19399,19395,5987,103548
1728:30911,3,110556,19399,19395,5987,103548,103544,120122,120124
1745:1646,110556,19399,19395,5987,103548,103544,120122,120124,53902
1746:101,51364,110556,19399,19395,5987,103548,103544,120122,120124
1751:8075,3661,787,44988,51158,9069,7794,33065,4385,70585
1756:803,9077,690,1102,1403,4174,7700,13273,61,12601
1758:1220,1410,110556,19399,19395,5987,103548,103544,120122,120124
1761:74367,46994,23102,14600,10451,14600,10451,82991,64670,10705
1767:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
1779:1674,110556,82999,46132,46791,21613,12832,65886,98108,57664
1780:48208,88524,109998,29256,90396,122685,69920,113026,115685,55938
1783:4181,7407,4456,1196,6375,3,1046,616,1358,6943
1787:1023,1622,7243,1212,1102,84,1186,114,1217,17
1788:2114,10752,91137,82991,64670,57664,117523,107708,68341,35218
1794:1832,427,1180,1603,1930,24115,24944,110556,19399,19395
1796:58,2166,2770,10012,110556,19399,19395,5987,103548,103544
1803:709,110556,19399,19395,5987,103548,103544,120122,120124,53902
1820:65,89376,57664,19596,112644,64216,29254,90986,30918,24235
1821:14202,68036,2302,2770,110556,19399,19395,5987,103548,103544
1822:2976,4045,10560,6957,409,3476,15,3231,110556,19399
1823:2369,39119,1220,1217,110556,19399,19395,5987,103548,103544
1840:60,4828,4669,554,1009,110556,19399,19395,5987,103548
1841:1727,33271,9491,719,5981,46136,46132,19972,44793,12831
1842:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
1850:97003,28,57351,4008,110556,19399,19395,5987,103548,103544
1853:7037,23163,11085,309,51090,624,361,13115,309,110556
1854:859,1387,1039,1744,303,2848,46215,61,322,110556
1862:3915,57158,119,65,17,5319,378,110556,19399,19395
1880:34362,110556,19399,19395,5987,103548,103544,120122,120124,53902
1883:4502,28641,105884,2172,47740,508,13063,12976,23159,3915
1890:4300,14047,990,5017,803,188,16967,17,13675,110556
1891:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
1893:3323,970,34944,483,1550,6011,185,110556,19399,19395
1894:1451,6042,450,1417,238,18287,110556,19399,19395,5987
1911:1793,46132,16704,10705,69176,44793,55622,57664,113141,94334
1912:709,110556,19399,19395,5987,103548,103544,120122,120124,53902
1913:15754,23031,15754,110556,19399,19395,5987,103548,103544,120122
1930:48930,4626,10541,57664,105636,109998,90986,113026,55938,55016
1932:95798,33562,14508,30513,56848,53341,48208,88524,109998,29256
1950:1050,1558,4254,182,614,25950,1822,3465,14202,1535
1951:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
1952:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2005:65,1217,901,65726,119,356,8868,110556,19399,19395
2017:26739,110556,19399,19395,103548,113011,88394,46132,97157,88023
2025:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2030:4958,568,110556,19399,19395,5987,103548,103544,120122,120124
2034:22975,82991,64670,10705,21619,69171,46864,65884,50417,52811
2038:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2046:26567,57664,96740,49159,106624,109998,112644,79550,100094,111639
2058:12597,3440,3440,12597,1617,110556,19399,19395,5987,103548
2068:6759,1451,6759,3632,6708,6759,6708,763,1267,15911
2070:2338,2537,568,1920,15,944,4174,9077,690,13681
2071:1762,650,28343,902,2620,14489,1102,22606,6708,138
2072:4364,8,422,2030,65,110556,19399,19395,5987,103548
2074:13597,4660,924,1205,60440,46132,16704,10705,69176,44793
2075:2172,2030,29,6929,109058,226,518,915,2166,1413
2076:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
2077:10930,8483,5582,5608,656,110556,19399,19395,5987,103548
2080:16104,356,110556,19399,19395,5987,103548,103544,120122,120124
2085:673,3551,89092,61628,829,4049,673,3476,12133,11720
2097:41840,13386,25061,1954,709,967,1954,18867,559,3474
2112:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
2115:5183,3231,65,84494,409,6759,1732,119,110556,19399
2116:182,239,3514,25621,239,245,518,353,1614,4756
2123:65,110556,19399,19395,5987,103548,103544,120122,120124,53902
2135:46343,1966,1359,110556,19399,19395,5987,103548,103544,120122
2141:5981,113011,82991,88391,46136,46132,88022,64670,10705,69171
2147:3250,16911,24718,3448,3791,398,13636,40393,7682,10007
2154:2677,1732,12657,5010,16381,32577,5981,46136,46132,19972
2160:614,188,2641,30094,322,4174,15,110556,19399,19395
2162:168,661,2012,168,984,5981,46136,46132,19972,44793
2170:709,508,110556,19399,19395,5987,103548,103544,120122,120124
2177:14500,5981,46136,46132,19972,44793,12831,50417,22678,65261
2184:2467,3234,11522,837,395,490,317,4113,8016,2369
2185:2031,3968,1348,110556,19399,19395,5987,103548,103544,120122
2187:24747,57664,105636,109998,90986,113026,55938,55016,16306,41380
2211:1193,45890,834,34251,54880,5567,70,924,2579,5981
2223:533,110556,19399,19395,103548,113011,88394,46132,97157,88023
2243:119,559,110556,19399,19395,5987,103548,103544,120122,120124
2244:699,378,1405,124,378,3915,1548,9943,16675,110556
2247:76,11811,6,224,3250,116,15789,749,554,901
2250:49715,5981,46136,46132,19972,44793,12831,50417,22678,65261
2253:5103,91137,82991,64670,57664,117523,107708,68341,35218,81997
2260:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
2261:8276,1631,9525,110556,19399,19395,5987,103548,103544,120122
2262:96,110556,19399,19395,5987,103548,103544,120122,120124,53902
2290:65,25049,94,15,8730,8276,285,2085,2394,1196
2291:13636,110556,19399,19395,5987,103548,103544,120122,120124,53902
2293:4300,9093,236,2656,2026,4907,50946,84198,21794,110556
2301:5981,113011,82991,88391,46136,46132,88022,64670,10705,69171
2302:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2304:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
2318:236,1196,13363,138,23243,483,14026,4364,891,1348
2325:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2335:8794,25649,1119,650,10892,15510,650,356,53415,1930
2343:70575,82991,64670,10705,21619,69171,46864,65884,50417,52811
2346:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
2347:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
2348:3,179,5607,54357,3234,28536,4400,1874,829,5542
2362:10705,69171,44793,52811,22678,65260,57664,68348,94334,119864
2363:8276,110556,19399,19395,5987,103548,103544,120122,120124,53902
2364:2655,110556,19399,19395,5987,103548,103544,120122,120124,53902
2369:19352,5638,6098,398,1534,110556,19399,19395,5987,103548
2373:953,49219,110556,19399,19395,5987,103548,103544,120122,120124
2381:17431,2316,1109,110556,19399,19395,5987,103548,103544,120122
2382:4364,110556,19399,19395,5987,103548,103544,120122,120124,53902
2384:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
2385:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2392:2703,110556,19399,19395,5987,103548,103544,120122,120124,53902
2393:495,559,9617,1023,110556,19399,19395,5987,103548,103544
2394:18867,354,1382,278,199,5465,829,2440,829,5767
2395:26450,30872,58,110556,19399,19395,5987,103548,103544,120122
2399:13988,110556,19399,19395,5987,103548,103544,120122,120124,53902
2405:559,356,1196,967,6024,1410,15,18447,616,2917
2407:18287,1649,110556,19399,19395,103548,113011,88394,46132,97157
2408:17257,46864,94279,65884,22678,65261,98108,57664,24145,49162
2419:2372,110556,19399,19395,5987,103548,103544,120122,120124,53902
2429:5981,113011,82991,88391,46136,46132,88022,64670,10705,69171
2447:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2452:10705,69171,44793,52811,22678,65260,57664,68348,94334,119864
2453:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2454:30257,6601,6024,110556,19399,19395,103548,113011,88394,46132
2456:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2461:9525,1548,18505,8868,13150,3304,10066,1382,6091,64312
2464:2031,967,10229,908,6957,52268,81603,12883,110556,19399
2465:17,1410,1410,559,119,110556,19399,19395,5987,103548
2469:559,43206,674,110556,19399,19395,5987,103548,103544,120122
2489:2632,5981,46136,46132,19972,44793,12831,50417,22678,65261
2491:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
2499:50804,42693,5869,1097,42693,110556,19399,19395,103548,113011
2500:358,11626,9594,659,709,2480,65,110556,19399,19395
2501:162,110556,19399,19395,5987,103548,103544,120122,120124,53902
2505:6496,8105,302,26605,330,110556,19399,19395,5987,103548
2510:2337,10406,5981,46136,46132,19972,44793,12831,50417,22678
2515:4023,4023,116,110556,82999,46132,46791,21613,12832,65886
2518:3928,1730,10039,1730,31606,10039,110556,19399,19395,103548
2520:1009,1039,1086,22121,8546,5312,110556,19399,19395,5987
2521:40265,4414,398,8868,70201,3753,43182,8213,784,40061
2524:29,110556,19399,19395,5987,103548,103544,120122,120124,53902
2536:58,2273,654,559,10066,5389,967,9263,8683,110556
2541:65,116,285,836,110556,19399,19395,5987,103548,103544
2547:97,116,1693,675,110556,19399,19395,5987,103548,103544
2553:58057,57664,62127,109998,73018,87034,57708,113026,55938,55016
2558:9247,31171,719,7235,12254,46110,7843,135,2103,74498
2560:650,75042,61,3278,645,110556,19399,19395,5987,103548
2563:15453,3291,19984,8276,110556,19399,19395,5987,103548,103544
2573:749,8868,14129,7178,110556,19399,19395,5987,103548,103544
2591:966,2408,4072,110556,19399,19395,5987,103548,103544,120122
2596:366,98230,6,110556,19399,19395,5987,103548,103544,120122
2597:91137,82991,64670,57664,117523,107708,68341,35218,81997,87295
2601:51158,14210,110556,19399,19395,5987,103548,103544,120122,120124
2604:367,5981,46136,46132,19972,44793,12831,50417,22678,65261
2611:9617,1035,23307,110556,19399,19395,5987,103548,103544,120122
2612:3101,650,356,238,110556,19399,19395,5987,103548,103544
2615:302,110556,19399,19395,5987,103548,103544,120122,120124,53902
2625:48208,88524,109998,29256,90396,122685,69920,113026,115685,55938
2626:650,116,699,2897,110556,19399,19395,5987,103548,103544
2634:8213,10046,42409,71850,9278,83929,43302,66871,422,18477
2636:4032,17,10274,4113,110556,19399,19395,5987,103548,103544
2639:1382,5981,113011,82991,88391,46136,46132,88022,64670,10705
2650:10220,8836,5981,113011,82991,88391,46136,46132,88022,64670
2661:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2663:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2666:3250,110556,19399,19395,5987,103548,103544,120122,120124,53902
2676:5420,24698,179,29,8213,11524,1102,1567,29,289
2689:27420,568,74776,110556,19399,19395,5987,103548,103544,120122
2693:790,418,110556,19399,19395,5987,103548,103544,120122,120124
2708:116,22606,110556,19399,19395,5987,103548,103544,120122,120124
2709:472,238,14747,2345,11991,27977,1389,103,11895,65
2713:13615,699,518,110556,19399,19395,5987,103548,103544,120122
2715:4103,2259,7838,5981,46136,46132,19972,44793,12831,50417
2716:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
2727:20913,7909,2059,322,110556,19399,19395,5987,103548,103544
2730:2181,19954,5871,3304,13308,10520,10133,9347,77650,4422
2731:2618,18127,12710,110556,19399,19395,5987,103548,103544,120122
2734:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2735:10041,6434,89376,57664,19596,112644,64216,29254,90986,30918
2737:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
2745:10834,110556,19399,19395,5987,103548,103544,120122,120124,53902
2746:110556,82999,46132,46791,21613,12832,65886,98108,57664,43851
2748:110556,82999,46132,46791,21613,12832,65886,98108,57664,43851
2756:2552,1550,110556,19399,19395,5987,103548,103544,120122,120124
2760:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2776:8178,45442,106663,109998,14309,29047,55547,113026,117301,18605
2799:441,30939,110556,19399,19395,103548,113011,88394,46132,97157
2802:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2803:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
2804:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
2805:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
2812:58,2316,4619,4828,22606,110556,19399,19395,5987,103548
2815:10648,5981,46136,46132,19972,44793,12831,50417,22678,65261
2827:11604,8287,5017,273,94,62155,8118,699,366,14202
2831:27500,110556,19399,19395,5987,103548,103544,120122,120124,53902
2846:7655,16056,387,190,510,110556,19399,19395,5987,103548
2848:521,1217,110556,19399,19395,5987,103548,103544,120122,120124
2853:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
2854:104226,58508,110556,19399,19395,5987,103548,103544,120122,120124
